Column1,Firmware_CRC32,Battery_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Standby_Curr_Test,Sleep_Curr_Test,fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Check_Accelerometer,NFC_ID_Test,Measure_Pressure_Sensor,Check_Version_Hardware,3V7_LTE_Volt_Test,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Measure_Humidity_Sensor,Check_Memory_EEPROM,Led1_Red_On,Led1_Green_On,Led1_Blue_On,Led2_Red_On,Led2_Green_On,Led2_Blue_On,Check_Version_Application,
JEF9B003S4,Denali_v0100000002.mot,4.81251,16.3306,'BG96MAR02A07M1G,'860640052280544,'89460800231121179330,21.44989,32.76870287,5.34201,25.7618,,PASS,2021.05.12 22:00:51,SST Denali#3,5210325006359,71064,2021.05.12 21:56:58,2021.05.12 22:00:51,'00:03:53,OK,'E0022500E41FB4C0,4117436,'0000000007,3.6814,OK,OK,OK,1,575,26.53435,64.14337,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00B54,Denali_v0100000002.mot,4.83033,15.4589,'BG96MAR02A07M1G,'860640052393529,'89460800231121178753,19.48364,32.76863844,5.42885,28.7614,,PASS,2021.05.13 00:32:28,SST Denali#3,5210325006011,71064,2021.05.13 00:28:03,2021.05.13 00:32:28,'00:04:25,OK,'E0022500E409C878,4117638,'0000000007,3.6887,OK,OK,OK,6,669,25.99228,70.51392,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B008M4,Denali_v0100000002.mot,4.81846,15.2984,'BG96MAR02A07M1G,'860640052331537,'89460800231121180106,23.08350,32.7687564,5.34526,23.9859,,PASS,2021.05.12 14:31:16,SST Denali#3,5210325006013,36254,2021.05.12 14:26:21,2021.05.12 14:31:16,'00:04:55,OK,'E0022500E409BFA6,4109131,'0000000007,3.67832,OK,OK,OK,5,629,26.08307,63.54523,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B004A4,Denali_v0100000002.mot,4.80144,15.396,'BG96MAR02A07M1G,'860640052460450,'89460800231121184538,20.16144,32.76866065,5.34722,30.3857,,PASS,2021.05.12 23:45:42,SST Denali#3,5210325006050,71064,2021.05.12 23:42:10,2021.05.12 23:45:42,'00:03:32,OK,'E0022500E4067E97,4120109,'0000000007,3.70165,OK,OK,OK,4,576,25.50095,70.31555,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00264,Denali_v0100000002.mot,4.80992,16.9211,'BG96MAR02A07M1G,'860640052440940,'89460800231121176781,19.03625,32.76862378,5.30698,31.5336,,PASS,2021.05.12 20:50:49,SST Denali#3,5210325006087,71064,2021.05.12 20:46:38,2021.05.12 20:50:49,'00:04:11,OK,'E0022500E41F9743,4112632,'0000000007,3.67627,OK,OK,OK,1,606,26.54236,63.2019,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B002D4,Denali_v0100000002.mot,4.81369,19.0169,'BG96MAR02A07M1G,'860640052460484,'89460800231121176286,23.89740,32.76878307,5.2255,30.3478,,PASS,2021.05.12 21:45:37,SST Denali#3,5210325006066,71064,2021.05.12 21:41:25,2021.05.12 21:45:37,'00:04:12,OK,'E0022500E4093493,4115412,'0000000007,3.68153,OK,OK,OK,1,588,26.63849,65.10925,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00534,Denali_v0100000002.mot,4.78303,17.2963,'BG96MAR02A07M1G,'860640052394188,'89460800231121181112,31.77795,32.7690413,5.37058,25.5127,,PASS,2021.05.12 09:56:02,SST Denali#3,5210325006148,36254,2021.05.12 09:52:43,2021.05.12 09:56:02,'00:03:19,OK,'E0022500E41CBC29,4126642,'0000000007,3.67846,OK,OK,OK,6,638,24.91081,71.81702,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B009Q4,Denali_v0100000002.mot,4.83141,16.5938,'BG96MAR02A07M1G,'860640052408962,'89460800231121181385,23.09570,32.7687568,5.30946,33.1254,,PASS,2021.05.12 20:45:36,SST Denali#3,5210325006132,71064,2021.05.12 20:41:15,2021.05.12 20:45:36,'00:04:21,OK,'E0022500E4127D3B,4111351,'0000000007,3.66893,OK,OK,OK,6,655,25.81337,65.77606,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00AD4,Denali_v0100000002.mot,4.82759,15.2181,'BG96MAR02A07M1G,'860640052393321,'89460800231121170461,19.09515,32.76862571,5.38768,24.0942,,PASS,2021.05.12 20:55:25,SST Denali#3,5210325006134,71064,2021.05.12 20:51:20,2021.05.12 20:55:25,'00:04:05,OK,'E0022500E415520B,4113369,'0000000007,3.69135,OK,OK,OK,5,609,26.0083,64.22577,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B006G4,Denali_v0100000002.mot,4.81612,15.5217,'BG96MAR02A07M1G,'860640052471010,'89460800231121184926,32.76184,32.76907354,5.35255,23.0005,,PASS,2021.05.12 15:51:32,SST Denali#3,5210325006107,36254,2021.05.12 15:46:50,2021.05.12 15:51:32,'00:04:42,OK,'E0022500E4056DC3,4105543,'0000000007,3.6874,OK,OK,OK,6,673,26.27533,61.12823,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00AA4,Denali_v0100000002.mot,4.79761,17.0012,'BG96MAR02A07M1G,'860640052441120,'89460800231121184934,34.99725,32.76914679,5.57878,32.3403,,PASS,2021.05.12 21:50:40,SST Denali#3,5210325006101,71064,2021.05.12 21:46:30,2021.05.12 21:50:40,'00:04:10,OK,'E0022500E41F5710,4116634,'0000000007,3.6848,OK,OK,OK,5,563,26.44089,65.75928,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00054,Denali_v0100000002.mot,4.79768,15.694,'BG96MAR02A07M1G,'860640052367150,'89460800231121182987,23.12225,32.76875767,5.40478,26.0704,,PASS,2021.05.12 13:17:29,SST Denali#3,5210325006674,36254,2021.05.12 13:13:35,2021.05.12 13:17:29,'00:03:54,OK,'E0022500E41FB13C,4115621,'0000000007,3.70038,OK,OK,OK,5,595,25.71457,67.05933,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B000R4,Denali_v0100000002.mot,4.77675,15.1257,'BG96MAR02A07M1G,'860640052366723,'89460800231121176427,21.31348,32.7686984,5.47199,23.2008,,PASS,2021.05.12 18:23:32,SST Denali#3,5210325006613,36254,2021.05.12 18:18:49,2021.05.12 18:23:32,'00:04:43,OK,'E0022500E41CFC4B,4106328,'0000000007,3.69683,OK,OK,OK,4,593,25.90149,63.92059,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00164,Denali_v0100000002.mot,4.79433,15.7058,'BG96MAR02A07M1G,'860640052331594,'89460800231121185287,22.19208,32.76872719,5.44234,27.175,,PASS,2021.05.12 18:06:16,SST Denali#3,5210325006642,36254,2021.05.12 18:01:42,2021.05.12 18:06:16,'00:04:34,OK,'E0022500E4115D55,4105070,'0000000007,3.69115,OK,OK,OK,6,645,26.09909,62.71057,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B001D4,Denali_v0100000002.mot,4.82896,19.1725,'BG96MAR02A07M1G,'860640052391093,'89460800231121185295,12.05536,32.76839503,5.43567,25.5506,,PASS,2021.05.12 18:24:28,SST Denali#3,5210325006643,36254,2021.05.12 18:19:47,2021.05.12 18:24:28,'00:04:41,OK,'E0022500E4115F68,4106485,'0000000007,3.70163,OK,OK,OK,6,640,26.14449,63.2309,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B000N4,Denali_v0100000002.mot,4.8294,16.4008,'BG96MAR02A07M1G,'860640052366418,'89460800231121185253,10.97809,32.76835973,5.47411,23.8072,,PASS,2021.05.12 18:00:13,SST Denali#3,5210325006646,36254,2021.05.12 17:56:24,2021.05.12 18:00:13,'00:03:49,OK,'E0022500E41FA2C2,4105885,'0000000007,3.67851,OK,OK,OK,5,633,26.12045,62.10022,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEE9B00C24,Denali_v0100000002.mot,4.81097,15.8255,'BG96MAR02A07M1G,'860640052459940,'89460800231121180288,32.49969,32.76906495,5.44719,24.392,,PASS,2021.05.12 18:00:34,SST Denali#3,5210325006486,36254,2021.05.12 17:56:43,2021.05.12 18:00:34,'00:03:51,OK,'E0022500E4092291,4105991,'0000000007,3.69234,OK,OK,OK,1,579,26.28334,62.30316,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEE9B00CA4,Denali_v0100000002.mot,4.80948,15.7302,'BG96MAR02A07M1G,'860640052396365,'89460800231121180379,24.67316,32.76880849,5.2146,25.1771,,PASS,2021.05.12 10:20:59,SST Denali#3,5210325006510,36254,2021.05.12 10:17:22,2021.05.12 10:20:59,'00:03:37,OK,'E0022500E3FDCA5E,4125666,'0000000007,3.68575,OK,OK,OK,2,596,25.60776,65.81268,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B001S4,Denali_v0100000002.mot,4.79079,16.1789,'BG96MAR02A07M1G,'860640052396811,'89460800231121180429,11.64764,32.76838167,5.47055,26.5469,,PASS,2021.05.12 10:16:23,SST Denali#3,5210325006514,36254,2021.05.12 10:13:50,2021.05.12 10:16:23,'00:02:33,OK,'E0022500E40604F6,4126643,'0000000007,3.68278,OK,OK,OK,5,581,25.3968,68.10303,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEE9B00C54,Denali_v0100000002.mot,4.79777,15.6822,'BG96MAR02A07M1G,'860640052396761,'89460800231121180353,7.70599,32.76825251,5.41413,28.7831,,PASS,2021.05.12 10:31:46,SST Denali#3,5210325006515,36254,2021.05.12 10:28:01,2021.05.12 10:31:46,'00:03:45,OK,'E0022500E4060070,4125139,'0000000007,3.69172,OK,OK,OK,5,584,25.93353,63.72528,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEE9B00A34,Denali_v0100000002.mot,4.80109,15.7717,'BG96MAR02A07M1G,'860640052392828,'89460800231121179785,8.93463,32.76829277,5.39615,23.7801,,PASS,2021.05.12 14:46:45,SST Denali#3,5210325006529,36254,2021.05.12 14:42:53,2021.05.12 14:46:45,'00:03:52,OK,'E0022500E3F77D34,4107411,'0000000007,3.67861,OK,OK,OK,5,598,26.51299,60.98175,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B009Z4,Denali_v0100000002.mot,4.8204,15.4473,'BG96MAR02A07M1G,'860640052462308,'89460800231121182359,19.41925,32.76863633,5.25738,30.7756,,PASS,2021.05.12 21:22:46,SST Denali#3,5210325005891,71064,2021.05.12 21:19:00,2021.05.12 21:22:46,'00:03:46,OK,'E0022500E3FE72FB,4114142,'0000000007,3.67709,OK,OK,OK,6,641,25.99762,65.50903,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B007G4,Denali_v0100000002.mot,4.82174,15.0071,'BG96MAR02A07M1G,'860640052364140,'89460800231121182128,28.86169,32.76894574,5.18257,30.9976,,PASS,2021.05.12 19:32:38,SST Denali#3,5210325005962,36254,2021.05.12 19:28:51,2021.05.12 19:32:38,'00:03:47,OK,'E0022500E4098A27,4106919,'0000000007,3.68998,OK,OK,OK,1,509,26.16852,64.6759,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00294,Denali_v0100000002.mot,4.82514,17.7931,'BG96MAR02A07M1G,'860640052380591,'89460800231121185063,20.34637,32.76866671,5.36618,24.9551,,PASS,2021.05.12 19:13:14,SST Denali#3,5210325005967,36254,2021.05.12 19:10:10,2021.05.12 19:13:14,'00:03:04,OK,'E0022500E41D297E,4106573,'0000000007,3.66517,OK,OK,OK,4,575,26.0537,66.41235,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEE9B005T4,Denali_v0100000002.mot,4.79116,15.7916,'BG96MAR02A07M1G,'860640052293885,'89460800231121176138,24.50958,32.76880313,5.3713,22.4753,,PASS,2021.05.12 22:43:12,SST Denali#3,5210325006813,71064,2021.05.12 22:39:36,2021.05.12 22:43:12,'00:03:36,OK,'E0022500E3FE5DBD,4117888,'0000000007,3.68511,OK,OK,OK,5,580,25.94955,67.19513,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEE9B00BS4,Denali_v0100000002.mot,4.82986,16.1542,'BG96MAR02A07M1G,'860640052295203,'89460800231121176682,23.37402,32.76876592,6.91047,24.3757,,PASS,2021.05.12 10:21:21,SST Denali#3,5210325006820,36254,2021.05.12 10:17:56,2021.05.12 10:21:21,'00:03:25,OK,'E0022500E3F79EE4,4126803,'0000000007,3.68782,OK,OK,OK,6,642,24.95888,68.1366,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEE9B005M4,Denali_v0100000002.mot,4.79728,15.6325,'BG96MAR02A07M1G,'860640052395888,'89460800231121184637,10.18860,32.76833386,5.2519,24.5544,,PASS,2021.05.12 18:56:42,SST Denali#3,5210325006823,36254,2021.05.12 18:53:14,2021.05.12 18:56:42,'00:03:28,OK,'E0022500E4060FF2,4105776,'0000000007,3.68262,OK,OK,OK,5,572,26.33675,66.42761,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEE9B00974,Denali_v0100000002.mot,4.80929,15.097,'BG96MAR02A07M1G,'860640052294388,'89460800231121184884,20.86334,32.76868365,5.24333,25.1229,,PASS,2021.05.12 12:35:30,SST Denali#3,5210325006790,36254,2021.05.12 12:31:38,2021.05.12 12:35:30,'00:03:52,OK,'E0022500E3FBD88F,4118804,'0000000007,3.70132,OK,OK,OK,1,585,25.78934,66.07361,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00094,Denali_v0100000002.mot,4.82016,16.6171,'BG96MAR02A07M1G,'860640052417310,'89460800231121179835,17.41547,32.76857067,5.33849,23.439,,PASS,2021.05.12 20:28:02,SST Denali#3,5210325006751,71064,2021.05.12 20:23:50,2021.05.12 20:28:02,'00:04:12,OK,'E0022500E3FDD758,4110468,'0000000007,3.68202,OK,OK,OK,5,602,26.07239,67.51709,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00AM4,Denali_v0100000002.mot,4.80262,16.9068,'BG96MAR02A07M1G,'860640052345123,'89460800231121177623,34.53400,32.76913161,5.38241,24.8197,,PASS,2021.05.12 14:32:23,SST Denali#3,5210325006468,36254,2021.05.12 14:28:08,2021.05.12 14:32:23,'00:04:15,OK,'E0022500E41CCA8D,4108217,'0000000007,3.68965,OK,OK,OK,2,600,26.7907,60.82153,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00AB4,Denali_v0100000002.mot,4.80903,17.7315,'BG96MAR02A07M1G,'860640052379676,'89460800231121175866,31.02509,32.76901663,5.49379,25.0255,,PASS,2021.05.12 21:50:53,SST Denali#3,5210325006353,71064,2021.05.12 21:46:42,2021.05.12 21:50:53,'00:04:11,OK,'E0022500E41FABFB,4115625,'0000000007,3.69919,OK,OK,OK,1,610,26.6732,65.47089,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B007F4,Denali_v0100000002.mot,4.8188,15.0536,'BG96MAR02A07M1G,'860640052459452,'89460800231121182177,25.63934,32.76884015,5.52278,24.7168,,PASS,2021.05.12 16:01:12,SST Denali#3,5210325006417,36254,2021.05.12 15:56:42,2021.05.12 16:01:12,'00:04:30,OK,'E0022500E415A018,4105179,'0000000007,3.71125,OK,OK,OK,2,493,26.39015,61.42731,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00524,Denali_v0100000002.mot,4.81928,16.2072,'BG96MAR02A07M1G,'860640052460146,'89460800231121179298,35.76233,32.76917186,5.3761,28.3553,,PASS,2021.05.12 15:38:17,SST Denali#3,5210325006520,36254,2021.05.12 15:33:50,2021.05.12 15:38:17,'00:04:27,OK,'E0022500E3FBE1CB,4105596,'0000000007,3.67912,OK,OK,OK,6,646,26.15784,62.99438,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00AC4,Denali_v0100000002.mot,4.78899,15.0566,'BG96MAR02A07M1G,'860640052459759,'89460800231121180056,29.55109,32.76896833,5.50273,28.312,,PASS,2021.05.12 20:39:43,SST Denali#3,5210325006483,71064,2021.05.12 20:35:52,2021.05.12 20:39:43,'00:03:51,OK,'E0022500E412009B,4112658,'0000000007,3.68809,OK,OK,OK,5,578,26.16051,66.61224,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00154,Denali_v0100000002.mot,4.82512,15.1179,'BG96MAR02A07M1G,'860640052331511,'89460800231121178829,19.26208,32.76863118,6.85297,23.9967,,PASS,2021.05.12 21:34:12,SST Denali#3,5210325006554,71064,2021.05.12 21:30:57,2021.05.12 21:34:12,'00:03:15,OK,'E0022500E3FE4F39,4114723,'0000000007,3.68812,OK,OK,OK,6,653,25.7386,67.79633,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B000M4,Denali_v0100000002.mot,4.82881,15.6411,'BG96MAR02A07M1G,'860640052465715,'89460800231121183993,33.23914,32.76908918,5.3605,27.1425,,PASS,2021.05.13 08:25:37,SST Denali#3,5210325006556,81087,2021.05.13 08:23:32,2021.05.13 08:25:37,'00:02:05,OK,'E0022500E415E4FC,4054624,'0000000007,3.68039,OK,OK,OK,5,602,24.77196,72.96295,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00554,Denali_v0100000002.mot,4.76585,18.6025,'BG96MAR02A07M1G,'860640052393503,'89460800231121179074,19.82208,32.76864953,5.55331,25.6427,,PASS,2021.05.12 15:48:16,SST Denali#3,5210325006568,36254,2021.05.12 15:43:37,2021.05.12 15:48:16,'00:04:39,OK,'E0022500E40564FA,4106104,'0000000007,3.69547,OK,OK,OK,1,510,26.48361,61.2793,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00B44,Denali_v0100000002.mot,4.8184,15.9541,'BG96MAR02A07M1G,'860640052346667,'89460800231121177821,30.17853,32.76898889,6.72175,20.9159,,PASS,2021.05.13 00:37:57,SST Denali#3,5210325006697,71064,2021.05.13 00:34:01,2021.05.13 00:37:57,'00:03:56,OK,'E0022500E3FE4BBF,4118509,'0000000007,3.69335,OK,OK,OK,2,610,26.26732,68.11523,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B004R4,Denali_v0100000002.mot,4.8187,15.0036,'BG96MAR02A07M1G,'860640052333855,'89460800231121182854,20.99091,32.76868783,5.38194,26.8393,,PASS,2021.05.12 13:03:47,SST Denali#3,5210325006640,36254,2021.05.12 12:59:18,2021.05.12 13:03:47,'00:04:29,OK,'E0022500E41159D3,4115098,'0000000007,3.66821,OK,OK,OK,1,513,25.29266,67.10663,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B005F4,Denali_v0100000002.mot,4.76337,15.7697,'BG96MAR02A07M1G,'860640052376441,'89460800231121185279,19.05579,32.76862442,5.39403,25.7293,,PASS,2021.05.12 15:41:36,SST Denali#3,5210325006644,36254,2021.05.12 15:36:58,2021.05.12 15:41:36,'00:04:38,OK,'E0022500E4115BEE,4106045,'0000000007,3.69125,OK,OK,OK,5,577,27.03636,60.8139,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B008T4,Denali_v0100000002.mot,4.80074,15.3101,'BG96MAR02A07M1G,'860640052365766,'89460800231121176971,29.70367,32.76897333,5.1588,25.6589,,PASS,2021.05.12 21:00:48,SST Denali#3,5210325006651,71064,2021.05.12 20:56:42,2021.05.12 21:00:48,'00:04:06,OK,'E0022500E41F37B6,4111977,'0000000007,3.70937,OK,OK,OK,4,586,26.36879,62.51678,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00614,Denali_v0100000002.mot,4.81931,18.609,'BG96MAR02A07M1G,'860640052440874,'89460800231121183795,21.74713,32.76871261,5.41712,22.1233,,PASS,2021.05.12 14:50:47,SST Denali#3,5210325006591,36254,2021.05.12 14:46:42,2021.05.12 14:50:47,'00:04:05,OK,'E0022500E41FC6E2,4106568,'0000000007,3.69223,OK,OK,OK,1,511,26.04034,62.96539,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B002M4,Denali_v0100000002.mot,4.81256,15.7634,'BG96MAR02A07M1G,'860640052366582,'89460800231121179520,27.52075,32.7689018,5.41041,29.8335,,PASS,2021.05.13 00:26:46,SST Denali#3,5210325006635,71064,2021.05.13 00:22:12,2021.05.13 00:26:46,'00:04:34,OK,'E0022500E4114A2D,4117135,'0000000007,3.70297,OK,OK,OK,1,500,25.94154,70.00122,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B007N4,Denali_v0100000002.mot,4.80444,15.1103,'BG96MAR02A07M1G,'860640052366871,'89460800231121180049,19.57245,32.76864135,5.41728,22.589,,PASS,2021.05.12 09:57:56,SST Denali#3,5210325006620,36254,2021.05.12 09:54:35,2021.05.12 09:57:56,'00:03:21,OK,'E0022500E4156808,4126195,'0000000007,3.68733,OK,OK,OK,1,584,25.36743,70.70923,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B004Y4,Denali_v0100000002.mot,4.79071,16.1577,'BG96MAR02A07M1G,'860640052473479,'89460800231121183241,26.53839,32.76886961,5.30517,22.746,,PASS,2021.05.12 15:36:37,SST Denali#3,5210325006779,36254,2021.05.12 15:32:05,2021.05.12 15:36:37,'00:04:32,OK,'E0022500E4055346,4106269,'0000000007,3.68296,OK,OK,OK,5,566,27.23129,59.71832,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B007C4,Denali_v0100000002.mot,4.81323,17.6544,'BG96MAR02A07M1G,'860640052417443,'89460800231121176575,24.54224,32.7688042,5.34547,24.1104,,PASS,2021.05.12 15:22:27,SST Denali#3,5210325006737,36254,2021.05.12 15:19:28,2021.05.12 15:22:27,'00:02:59,OK,'E0022500E3FAD8AC,4105613,'0000000007,3.70271,OK,OK,OK,1,515,26.28868,63.55133,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B007M4,Denali_v0100000002.mot,4.81871,18.1296,'BG96MAR02A07M1G,'860640052417419,'89460800231121176617,33.72681,32.76910516,5.2751,20.5856,,PASS,2021.05.12 15:46:28,SST Denali#3,5210325006738,36254,2021.05.12 15:42:20,2021.05.12 15:46:28,'00:04:08,OK,'E0022500E3FAB970,4106134,'0000000007,3.68026,OK,OK,OK,6,652,26.34476,61.13739,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B00494,Denali_v0100000002.mot,4.81019,17.1227,'BG96MAR02A07M1G,'860640052344613,'89460800231121185055,31.10077,32.76901911,5.43366,25.085,,PASS,2021.05.12 23:51:20,SST Denali#3,5210325006756,71064,2021.05.12 23:47:00,2021.05.12 23:51:20,'00:04:20,OK,'E0022500E3FB3C9E,4119804,'0000000007,3.65712,OK,OK,OK,1,612,26.05637,66.47491,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00714,Denali_v0100000002.mot,4.7701,16.7229,'BG96MAR02A07M1G,'860640052294008,'89460800231121176252,19.67896,32.76864484,5.27458,23.2008,,PASS,2021.05.12 20:08:40,SST Denali#3,5210325006807,71064,2021.05.12 20:04:53,2021.05.12 20:08:40,'00:03:47,OK,'E0022500E3FE683C,4109101,'0000000007,3.67917,OK,OK,OK,1,625,26.29135,65.42816,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00504,Denali_v0100000002.mot,4.81205,16.3358,'BG96MAR02A07M1G,'860640052396159,'89460800231121184728,16.35010,32.76853576,5.31473,19.4432,,PASS,2021.05.12 13:03:52,SST Denali#3,5210325006821,36254,2021.05.12 12:59:25,2021.05.12 13:03:52,'00:04:27,OK,'E0022500E40607B1,4116653,'0000000007,3.6869,OK,OK,OK,2,597,25.66917,65.34576,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B005H4,Denali_v0100000002.mot,4.79832,16.1257,'BG96MAR02A07M1G,'860640052396217,'89460800231121184694,19.11438,32.76862634,5.37461,22.1017,,PASS,2021.05.12 13:03:16,SST Denali#3,5210325006822,36254,2021.05.12 12:59:13,2021.05.12 13:03:16,'00:04:03,OK,'E0022500E4060949,4116959,'0000000007,3.68111,OK,OK,OK,5,559,25.43152,65.91339,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B003C4,Denali_v0100000002.mot,4.85814,16.5955,'BG96MAR02A07M1G,'860640052293752,'89460800231121176211,37.83356,32.76923973,5.40984,23.6989,,PASS,2021.05.12 15:22:54,SST Denali#3,5210325006802,36254,2021.05.12 15:19:45,2021.05.12 15:22:54,'00:03:09,OK,'E0022500E3FE607F,4105095,'0000000007,3.68463,OK,OK,OK,6,649,26.28067,63.91296,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B002K4,Denali_v0100000002.mot,4.80367,16.8997,'BG96MAR02A07M1G,'860640052440569,'89460800231121183290,19.56024,32.76864095,5.43097,24.4786,,PASS,2021.05.12 22:08:27,SST Denali#3,5210325006783,71064,2021.05.12 22:04:00,2021.05.12 22:08:27,'00:04:27,OK,'E0022500E4054981,4117413,'0000000007,3.68279,OK,OK,OK,1,607,26.64917,62.18872,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B008Z4,Denali_v0100000002.mot,4.79707,16.0784,'BG96MAR02A07M1G,'860640052294412,'89460800231121181666,31.21216,32.76902276,5.40271,29.6656,,PASS,2021.05.12 20:55:39,SST Denali#3,5210325006794,71064,2021.05.12 20:51:43,2021.05.12 20:55:39,'00:03:56,OK,'E0022500E3FDF964,4112560,'0000000007,3.68726,OK,OK,OK,5,581,26.29669,63.41705,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEG9B004C4,Denali_v0100000002.mot,4.82071,16.4134,'BG96MAR02A07M1G,'860640052330463,'89460800231121184033,25.82275,32.76884616,5.29954,27.7543,,PASS,2021.05.13 01:33:34,SST Denali#3,5210325006637,71064,2021.05.13 01:30:20,2021.05.13 01:33:34,'00:03:14,OK,'E0022500E4114C96,4116835,'0000000007,3.66477,OK,OK,OK,4,636,25.93086,69.45801,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B006E4,Denali_v0100000002.mot,4.79134,16.6991,'BG96MAR02A07M1G,'860640052366202,'89460800231121183803,17.29401,32.76856669,5.53234,26.7743,,PASS,2021.05.12 12:58:23,SST Denali#3,5210325006670,36254,2021.05.12 12:53:56,2021.05.12 12:58:23,'00:04:27,OK,'E0022500E4235BD3,4117143,'0000000007,3.67955,OK,OK,OK,4,566,25.47424,64.34021,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
JEF9B00884,Denali_v0100000002.mot,4.79806,16.3614,'BG96MAR02A07M1G,'860640052367101,'89460800231121183191,23.38440,32.76876626,5.42968,20.5423,,PASS,2021.05.12 13:09:26,SST Denali#3,5210325006680,36254,2021.05.12 13:05:39,2021.05.12 13:09:26,'00:03:47,OK,'E0022500E4232C0D,4115837,'0000000007,3.67496,OK,OK,OK,5,571,25.52498,66.20178,OK,PASS,PASS,PASS,PASS,PASS,PASS,'0100000002,
